"Artikelnummer";"Artikelname";"Interner Schlüssel";"GTIN";"HAN";"Eigene ID";"Attributgruppe";"Attributname";"Attributwert";"Sortiernummer";"Datentyp (sonst automatisch ermittelt)";"Attributart";"Englisch: Attributname";"Englisch: Attributwert";"MeaLana-Onlineshop Deutsch: Attributwert";"MeaLana-Onlineshop Englisch: Attributwert";"sockenwolle-online.at Deutsch: Attributwert";"sockenwolle-online.at Englisch: Attributwert";"bio-wolle.at Deutsch: Attributwert";"bio-wolle.at Englisch: Attributwert";"verschlusssache.at Deutsch: Attributwert";"verschlusssache.at Englisch: Attributwert";
"D-102809";"Melody [Uni] hellseegrün (09)";"10379";"7071723013762";"102809";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102808";"Melody [Uni] petrol (08)";"10378";"7071723013755";"102808";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102807";"Melody [Uni] dunkeljeansblau (07)";"10377";"7071723013748";"102807";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102806";"Melody [Uni] puderrosa (06)";"10376";"7071723013731";"102806";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102805";"Melody [Uni] schwarz (05)";"10375";"7071723013724";"102805";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102804";"Melody [Uni] grau (04)";"10374";"7071723013717";"102804";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102803";"Melody [Uni] perlgrau (03)";"10373";"7071723013700";"102803";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102802";"Melody [Uni] nebel (02)";"10372";"7071723013694";"102802";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102801";"Melody [Uni] natur (01)";"10371";"7071723013687";"102801";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-118";"DROPS loves You #6 kohle (118)";"10369";"7071723013021";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-117";"DROPS loves You #6 dunkel Jeansblau (117)";"10368";"7071723013014";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-116";"DROPS loves You #6 jeansblau (116)";"10367";"7071723013007";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-115";"DROPS loves You #6 türkis (115)";"10366";"7071723012994";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-114";"DROPS loves You #6 hellblau (114)";"10365";"7071723012987";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-113";"DROPS loves You #6 lorbeer (113)";"10364";"7071723012970";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-112";"DROPS loves You #6 seegrün (112)";"10363";"7071723012963";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-111";"DROPS loves You #6 lila (111)";"10362";"7071723012956";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-110";"DROPS loves You #6 burgunder (110)";"10361";"7071723012949";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-109";"DROPS loves You #6 koralle (109)";"10360";"7071723012932";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-108";"DROPS loves You #6 amethyst (108)";"10359";"7071723012925";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-107";"DROPS loves You #6 lavendel (107)";"10358";"7071723012918";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-106";"DROPS loves You #6 hellrosa (106)";"10357";"7071723012901";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-105";"DROPS loves You #6 senf (105)";"10356";"7071723012895";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-104";"DROPS loves You #6 hellbraun (104)";"10355";"7071723012888";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-103";"DROPS loves You #6 grau (103)";"10354";"7071723012871";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-102";"DROPS loves You #6 beige (102)";"10353";"7071723012864";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-DLY6-101";"DROPS loves You #6 natur (101)";"10352";"7071723012857";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-Children26";"DROPS Children No.26";"10137";"7071723013595";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-Cat166";"DROPS 166";"10136";"7071723136492";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-Cat165";"DROPS 165";"10135";"7071723136560";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-Cat164";"DROPS 164";"10134";"7071723136638";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-Cat163";"DROPS 163";"10133";"7071723136706";;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102520";"Belle [Uni] marineblau (20)";"10101";"7071723013861";"102520";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102518#";"Belle [Uni] lila (18#)";"10099";"7071723013847";"102518";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102516";"Belle [Uni] mauve (16)";"10098";"7071723012666";"102516";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101512";"Peak [Uni] koralle (12#)";"10029";"7071723012628";"101512";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101511";"Peak [Uni] blau (11#)";"10028";"7071723012611";"101511";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-10498911";"Nepal [Uni] meeresblau (8911)";"10027";"7071723012734";"10498911";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-10498910";"Nepal [Uni] himbeer (8910)";"10026";"7071723012727";"10498910";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-10498908";"Nepal [Uni] aqua (8908)#";"10024";"7071723012703";"10498908";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-10498907";"Nepal [Mix] nebel (8907)";"10023";"7071723012697";"10498907";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-10498906";"Nepal [Mix] wald (8906)";"10022";"7071723012680";"10498906";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-10498905";"Nepal [Mix] ozean (8905)";"10021";"7071723012673";"10498905";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-10939016";"Lima [Uni] marine (9016)";"10020";"7071723012789";"10939016";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-10932923";"Lima [Uni] ocker (2923)";"10019";"7071723012772";"10932923";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-10939020";"Lima [Mix] perlgrau (9020)";"10018";"7071723012819";"10939020";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-10934434";"Lima [Mix] lila/violett (4434)";"10017";"7071723012840";"10934434";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070115";"Fabel [Uni] hellgrau (115)";"10016";"7071723013052";"1070115";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070114";"Fabel [Uni] hellperlgrau (114)";"10015";"7071723013045";"1070114";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109818";"Brushed Alpaca Silk [Uni] cerise (18)";"10014";"7071723012659";"109818";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109817";"Brushed Alpaca Silk [Uni] helllavendel (17)";"10013";"7071723012642";"109817";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109816";"Brushed Alpaca Silk [Uni] schwarz (16)";"10012";"7071723012635";"109816";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-109815";"Brushed Alpaca Silk [Uni] hellseegrün (15)";"10011";"7071723012536";"109815";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-105944";"Baby Merino [Uni] puder (44)";"10010";"7071723013038";"105944";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-105943";"Baby Merino [Uni] hell seegrün (43)";"10009";"7071723012765";"105943";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-105942";"Baby Merino [Uni] petrol (42)";"10008";"7071723012758";"105942";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-105941";"Baby Merino [Uni] pflaume (41)";"10007";"7071723012741";"105941";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-105940";"Baby Merino [Mix] amethyst (40)";"10006";"7071723012604";"105940";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-105939";"Baby Merino [Mix] lila orchidee (39)";"10005";"7071723012598";"105939";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-105938";"Baby Merino [Mix] oliv (38)";"10004";"7071723012581";"105938";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-105937";"Baby Merino [Mix] hell lavendel (37)";"10003";"7071723012574";"105937";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-Cat162";"DROPS 162";"9847";;;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-Cat161";"DROPS 161";"9846";;;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-Cat160";"DROPS 160";"9845";;;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-Cat159";"DROPS 159";"9844";;;;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102515";"Belle [Uni] jeansblau (15)";"9824";"7071723012567";"102515";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102513";"Belle [Uni] dunkel jeansblau (13)";"9822";"7071723012543";"102513";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102512";"Belle [Uni] kirsche (12)";"9821";"7071723012529";"102512";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102511";"Belle [Uni] altrosa (11)";"9820";"7071723012512";"102511";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102510";"Belle [Uni] moosgrün (10)";"9819";"7071723012505";"102510";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102508";"Belle [Uni] schwarz (08)";"9817";;"102508";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102507";"Belle [Uni] zink (07)";"9816";"7071723012475";"102507";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102506";"Belle [Uni] silbergrau (06)#";"9815";"7071723012468";"102506";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102504";"Belle [Uni] löwenzahn (04)";"9813";"7071723012444";"102504";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102503";"Belle [Uni] hellbeige (03)";"9812";"7071723012437";"102503";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102502";"Belle [Uni] natur (02)";"9811";"7071723012420";"102502";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102501";"Belle [Uni] weiss (01)";"9810";"7071723012413";"102501";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-16";"Werde frech gewickelter Namenspatron! 150g";"9364";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-HM-3F-3F-STR-150g";"Handmade gefacht - 3fädig / 150g 3-färbig Straight";"9187";;;;"Eigene Attribute";"tab1 inhalt";"<p><img alt="""" src=""http://www.mealana.at/mediafiles/Bilder/Farbkarte.png"" /></p>";"2";"Freitext";"Attribut";"tab1 inhalt";;;;;;;;;;
"MEA-HM-3F-3F-STR-150g";"Handmade gefacht - 3fädig / 150g 3-färbig Straight";"9187";;;;"Eigene Attribute";"tab1 name";"Farbkarte:";"3";"Freitext";"Attribut";"tab1 name";;;;;;;;;;
"MEA-HM-3F-150g";"Handmade gefacht - 3fädig / 150g";"9183";;;;"Eigene Attribute";"tab1 inhalt";"<p><br />Straight: Unifarbe und &Uuml;bergang zur n&auml;chsten Farbe haben die gleiche L&auml;nge<br /><br />Straight (verk&uuml;rzt): die &Uuml;berg&auml;nge sind halb so lange wie die Unifarbenen Bl&ouml;cke<br /><br />Flow: die Farbbereiche werden nach aussen hin immer gr&ouml;&szlig;er<br /><br />Pulse: der mittlere Farbblock ist doppelt so Gro&szlig; wie die &Auml;usseren<br /><br /><img style=""height: 593px; width: 696px"" alt="""" src=""http://www.mealana.at/bilder/produkte/gross/Handmade-gefacht-3faedig---150g_b2.jpg"" width=""800"" height=""799"" /></p>";"2";"Freitext";"Attribut";"tab1 inhalt";;;;;;;;;;
"MEA-HM-3F-150g";"Handmade gefacht - 3fädig / 150g";"9183";;;;"Eigene Attribute";"tab1 name";"Wickelbild Erklärung";"3";"Freitext";"Attribut";"tab1 name";;;;;;;;;;
"MEA-12";"Dinner for you";"8654";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-11";"Werde frech gewickelter Namenspatron! 200g";"8653";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-10";"Farbenfroher Namenspate!";"8652";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-09";"Dein Workshop - du bestimmst das Thema!";"8651";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-08";"Privater Sonntag";"8650";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-07";"Farbenfroher Workshop";"8649";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-06";"Alles im Sack!";"8648";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-05";"Sei unser VIP!";"8647";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-04";"1 kg Wollglück - Sockenwolle in Hülle und Fülle!";"8646";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-03";"Mealana im Sack";"8645";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-02";"Streichelweiche Flugpost";"8644";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"MEA-01";"Wollige Dankesgrüße";"8643";;;;"Eigene Attribute";"ampel_text_rot";"Dieses Angebot ist nur über unser Crowdfunding erhältlich !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"PL-Ocean-51";"PL Ocean blau-silber (51)";"7975";"4260343073840";;;"Eigene Attribute";"ampel_text_rot";"Jetzt Vorbestellen - Lieferung vorr. Anfang Februar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"PL-Ocean-48";"PL Ocean lila-flieder (48)";"7974";"4260343073833";;;"Eigene Attribute";"ampel_text_rot";"Jetzt Vorbestellen - Lieferung vorr. Anfang Februar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"PL-Ocean-43";"PL Ocean violett-türkis (43)";"7973";"4260343073826";;;"Eigene Attribute";"ampel_text_rot";"Jetzt Vorbestellen - Lieferung vorr. Anfang Februar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"PL-Ocean-26";"PL Ocean rotbraun-koralle (26)";"7972";"4260343073819";;;"Eigene Attribute";"ampel_text_rot";"Jetzt Vorbestellen - Lieferung vorr. Anfang Februar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"PL-Ocean-08";"PL Ocean oliv-granit (08)";"7971";"4260343073802";;;"Eigene Attribute";"ampel_text_rot";"Jetzt Vorbestellen - Lieferung vorr. Anfang Februar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"278701-85";"""Indian Summer"" (W.H.) - Fb: 85";"7914";;"278701-85";;"Eigene Attribute";"ampel_text_rot";"Jetzt Vorbestellen - Lieferung vorr. Anfang Februar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"278701-84";"""Indian Summer"" (W.H.) - Fb: 84";"7913";;"278701-84";;"Eigene Attribute";"ampel_text_rot";"Jetzt Vorbestellen - Lieferung vorr. Anfang Februar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"278701-83";"""Indian Summer"" (W.H.) - Fb: 83";"7912";;"278701-83";;"Eigene Attribute";"ampel_text_rot";"Jetzt Vorbestellen - Lieferung vorr. Anfang Februar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"278701-82";"""Indian Summer"" (W.H.) - Fb: 82";"7911";;"278701-82";;"Eigene Attribute";"ampel_text_rot";"Jetzt Vorbestellen - Lieferung vorr. Anfang Februar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
